ID,Scope,Level 1,Level 2,Level 3,Level 4,Column Text,UOM,GHG/Unit,GHG Conversion Factor 2024
20_505_5402_15_1,Scope 3,Waste disposal,Plastic,Plastics: HDPE (incl. forming),,Combustion,tonnes,kg CO2e,6.41061
20_505_5403_15_1,Scope 3,Waste disposal,Plastic,Plastics: HDPE (incl. forming),,Composting,tonnes,kg CO2e,
20_505_5404_15_1,Scope 3,Waste disposal,Plastic,Plastics: HDPE (incl. forming),,Landfill,tonnes,kg CO2e,8.88386
20_505_5405_15_1,Scope 3,Waste disposal,Plastic,Plastics: HDPE (incl. forming),,Anaerobic digestion,tonnes,kg CO2e,
20_505_5406_15_1,Scope 3,Waste disposal,Plastic,Plastics: LDPE and LLDPE (incl. forming),,Re-use,tonnes,kg CO2e,
20_505_5407_15_1,Scope 3,Waste disposal,Plastic,Plastics: LDPE and LLDPE (incl. forming),,Open-loop,tonnes,kg CO2e,6.41061
20_505_5408_15_1,Scope 3,Waste disposal,Plastic,Plastics: LDPE and LLDPE (incl. forming),,Closed-loop,tonnes,kg CO2e,6.41061
20_505_5409_15_1,Scope 3,Waste disposal,Plastic,Plastics: LDPE and LLDPE (incl. forming),,Combustion,tonnes,kg CO2e,6.41061
20_505_5410_15_1,Scope 3,Waste disposal,Plastic,Plastics: LDPE and LLDPE (incl. forming),,Composting,tonnes,kg CO2e,
20_505_5411_15_1,Scope 3,Waste disposal,Plastic,Plastics: LDPE and LLDPE (incl. forming),,Landfill,tonnes,kg CO2e,8.88386
20_505_5412_15_1,Scope 3,Waste disposal,Plastic,Plastics: LDPE and LLDPE (incl. forming),,Anaerobic digestion,tonnes,kg CO2e,
20_505_5413_15_1,Scope 3,Waste disposal,Plastic,Plastics: PET (incl. forming),,Re-use,tonnes,kg CO2e,
20_505_5414_15_1,Scope 3,Waste disposal,Plastic,Plastics: PET (incl. forming),,Open-loop,tonnes,kg CO2e,6.41061
20_505_5415_15_1,Scope 3,Waste disposal,Plastic,Plastics: PET (incl. forming),,Closed-loop,tonnes,kg CO2e,6.41061
20_505_5416_15_1,Scope 3,Waste disposal,Plastic,Plastics: PET (incl. forming),,Combustion,tonnes,kg CO2e,6.41061
20_505_5417_15_1,Scope 3,Waste disposal,Plastic,Plastics: PET (incl. forming),,Composting,tonnes,kg CO2e,
20_505_5418_15_1,Scope 3,Waste disposal,Plastic,Plastics: PET (incl. forming),,Landfill,tonnes,kg CO2e,8.88386
20_505_5419_15_1,Scope 3,Waste disposal,Plastic,Plastics: PET (incl. forming),,Anaerobic digestion,tonnes,kg CO2e,
20_505_5420_15_1,Scope 3,Waste disposal,Plastic,Plastics: PP (incl. forming),,Re-use,tonnes,kg CO2e,
20_505_5421_15_1,Scope 3,Waste disposal,Plastic,Plastics: PP (incl. forming),,Open-loop,tonnes,kg CO2e,6.41061
20_505_5422_15_1,Scope 3,Waste disposal,Plastic,Plastics: PP (incl. forming),,Closed-loop,tonnes,kg CO2e,6.41061
20_505_5423_15_1,Scope 3,Waste disposal,Plastic,Plastics: PP (incl. forming),,Combustion,tonnes,kg CO2e,6.41061
20_505_5424_15_1,Scope 3,Waste disposal,Plastic,Plastics: PP (incl. forming),,Composting,tonnes,kg CO2e,
20_505_5425_15_1,Scope 3,Waste disposal,Plastic,Plastics: PP (incl. forming),,Landfill,tonnes,kg CO2e,8.88386
20_505_5426_15_1,Scope 3,Waste disposal,Plastic,Plastics: PP (incl. forming),,Anaerobic digestion,tonnes,kg CO2e,
20_505_5427_15_1,Scope 3,Waste disposal,Plastic,Plastics: PS (incl. forming),,Re-use,tonnes,kg CO2e,
20_505_5428_15_1,Scope 3,Waste disposal,Plastic,Plastics: PS (incl. forming),,Open-loop,tonnes,kg CO2e,6.41061
20_505_5429_15_1,Scope 3,Waste disposal,Plastic,Plastics: PS (incl. forming),,Closed-loop,tonnes,kg CO2e,6.41061
20_505_5430_15_1,Scope 3,Waste disposal,Plastic,Plastics: PS (incl. forming),,Combustion,tonnes,kg CO2e,6.41061
20_505_5431_15_1,Scope 3,Waste disposal,Plastic,Plastics: PS (incl. forming),,Composting,tonnes,kg CO2e,
20_505_5432_15_1,Scope 3,Waste disposal,Plastic,Plastics: PS (incl. forming),,Landfill,tonnes,kg CO2e,8.88386
20_505_5433_15_1,Scope 3,Waste disposal,Plastic,Plastics: PS (incl. forming),,Anaerobic digestion,tonnes,kg CO2e,
20_505_5434_15_1,Scope 3,Waste disposal,Plastic,Plastics: PVC (incl. forming),,Re-use,tonnes,kg CO2e,
20_505_5435_15_1,Scope 3,Waste disposal,Plastic,Plastics: PVC (incl. forming),,Open-loop,tonnes,kg CO2e,6.41061
20_505_5436_15_1,Scope 3,Waste disposal,Plastic,Plastics: PVC (incl. forming),,Closed-loop,tonnes,kg CO2e,6.41061
20_505_5437_15_1,Scope 3,Waste disposal,Plastic,Plastics: PVC (incl. forming),,Combustion,tonnes,kg CO2e,6.41061
20_505_5438_15_1,Scope 3,Waste disposal,Plastic,Plastics: PVC (incl. forming),,Composting,tonnes,kg CO2e,
20_505_5439_15_1,Scope 3,Waste disposal,Plastic,Plastics: PVC (incl. forming),,Landfill,tonnes,kg CO2e,8.88386
20_505_5440_15_1,Scope 3,Waste disposal,Plastic,Plastics: PVC (incl. forming),,Anaerobic digestion,tonnes,kg CO2e,
20_506_5441_15_1,Scope 3,Waste disposal,Paper,Paper and board: board,,Re-use,tonnes,kg CO2e,
20_506_5442_15_1,Scope 3,Waste disposal,Paper,Paper and board: board,,Open-loop,tonnes,kg CO2e,
20_506_5443_15_1,Scope 3,Waste disposal,Paper,Paper and board: board,,Closed-loop,tonnes,kg CO2e,6.41061
20_506_5444_15_1,Scope 3,Waste disposal,Paper,Paper and board: board,,Combustion,tonnes,kg CO2e,6.41061
20_506_5445_15_1,Scope 3,Waste disposal,Paper,Paper and board: board,,Composting,tonnes,kg CO2e,8.88386
20_506_5446_15_1,Scope 3,Waste disposal,Paper,Paper and board: board,,Landfill,tonnes,kg CO2e,1164.39015
20_506_5447_15_1,Scope 3,Waste disposal,Paper,Paper and board: board,,Anaerobic digestion,tonnes,kg CO2e,
20_506_5448_15_1,Scope 3,Waste disposal,Paper,Paper and board: mixed,,Re-use,tonnes,kg CO2e,
20_506_5449_15_1,Scope 3,Waste disposal,Paper,Paper and board: mixed,,Open-loop,tonnes,kg CO2e,
20_506_5450_15_1,Scope 3,Waste disposal,Paper,Paper and board: mixed,,Closed-loop,tonnes,kg CO2e,6.41061
20_506_5451_15_1,Scope 3,Waste disposal,Paper,Paper and board: mixed,,Combustion,tonnes,kg CO2e,6.41061
20_506_5452_15_1,Scope 3,Waste disposal,Paper,Paper and board: mixed,,Composting,tonnes,kg CO2e,8.88386
20_506_5453_15_1,Scope 3,Waste disposal,Paper,Paper and board: mixed,,Landfill,tonnes,kg CO2e,1164.39015
20_506_5454_15_1,Scope 3,Waste disposal,Paper,Paper and board: mixed,,Anaerobic digestion,tonnes,kg CO2e,
20_506_5455_15_1,Scope 3,Waste disposal,Paper,Paper and board: paper,,Re-use,tonnes,kg CO2e,
20_506_5456_15_1,Scope 3,Waste disposal,Paper,Paper and board: paper,,Open-loop,tonnes,kg CO2e,
20_506_5457_15_1,Scope 3,Waste disposal,Paper,Paper and board: paper,,Closed-loop,tonnes,kg CO2e,6.41061
20_506_5458_15_1,Scope 3,Waste disposal,Paper,Paper and board: paper,,Combustion,tonnes,kg CO2e,6.41061
20_506_5459_15_1,Scope 3,Waste disposal,Paper,Paper and board: paper,,Composting,tonnes,kg CO2e,8.88386
20_506_5460_15_1,Scope 3,Waste disposal,Paper,Paper and board: paper,,Landfill,tonnes,kg CO2e,1164.39015
20_506_5461_15_1,Scope 3,Waste disposal,Paper,Paper and board: paper,,Anaerobic digestion,tonnes,kg CO2e,
