ID,Scope,Level 1,Level 2,Level 3,Level 4,Column Text,UOM,GHG/Unit,GHG Conversion Factor 2024
6_300_3014_9_5,Scope 1,Delivery Vehicles,Cars (by market segment),Lower medium,,Battery Electric Vehicle,miles,kWh (Net CV),0.00000
6_300_3015_4_5,Scope 1,Delivery Vehicles,Cars (by market segment),Upper medium,,Diesel,km,kWh (Net CV),0.63346
6_300_3016_4_5,Scope 1,Delivery Vehicles,Cars (by market segment),Upper medium,,Petrol,km,kWh (Net CV),0.81806
6_300_3017_4_5,Scope 1,Delivery Vehicles,Cars (by market segment),Upper medium,,Unknown,km,kWh (Net CV),0.67589
6_300_3018_4_5,Scope 1,Delivery Vehicles,Cars (by market segment),Upper medium,,Plug-in Hybrid Electric Vehicle,km,kWh (Net CV),0.36431
6_300_3019_4_5,Scope 1,Delivery Vehicles,Cars (by market segment),Upper medium,,Battery Electric Vehicle,km,kWh (Net CV),0.00000
6_300_3015_9_5,Scope 1,Delivery Vehicles,Cars (by market segment),Upper medium,,Diesel,miles,kWh (Net CV),1.01945
6_300_3016_9_5,Scope 1,Delivery Vehicles,Cars (by market segment),Upper medium,,Petrol,miles,kWh (Net CV),1.31653
6_300_3017_9_5,Scope 1,Delivery Vehicles,Cars (by market segment),Upper medium,,Unknown,miles,kWh (Net CV),1.08774
6_300_3018_9_5,Scope 1,Delivery Vehicles,Cars (by market segment),Upper medium,,Plug-in Hybrid Electric Vehicle,miles,kWh (Net CV),0.58629
6_300_3019_9_5,Scope 1,Delivery Vehicles,Cars (by market segment),Upper medium,,Battery Electric Vehicle,miles,kWh (Net CV),0.00000
6_300_3020_4_5,Scope 1,Delivery Vehicles,Cars (by market segment),Executive,,Diesel,km,kWh (Net CV),0.67149
6_300_3021_4_5,Scope 1,Delivery Vehicles,Cars (by market segment),Executive,,Petrol,km,kWh (Net CV),0.89879
6_300_3022_4_5,Scope 1,Delivery Vehicles,Cars (by market segment),Executive,,Unknown,km,kWh (Net CV),0.72332
6_300_3023_4_5,Scope 1,Delivery Vehicles,Cars (by market segment),Executive,,Plug-in Hybrid Electric Vehicle,km,kWh (Net CV),0.36684
6_300_3024_4_5,Scope 1,Delivery Vehicles,Cars (by market segment),Executive,,Battery Electric Vehicle,km,kWh (Net CV),0.00000
6_300_3020_9_5,Scope 1,Delivery Vehicles,Cars (by market segment),Executive,,Diesel,miles,kWh (Net CV),1.08066
6_300_3021_9_5,Scope 1,Delivery Vehicles,Cars (by market segment),Executive,,Petrol,miles,kWh (Net CV),1.44646
6_300_3022_9_5,Scope 1,Delivery Vehicles,Cars (by market segment),Executive,,Unknown,miles,kWh (Net CV),1.16407
6_300_3023_9_5,Scope 1,Delivery Vehicles,Cars (by market segment),Executive,,Plug-in Hybrid Electric Vehicle,miles,kWh (Net CV),0.59038
6_300_3024_9_5,Scope 1,Delivery Vehicles,Cars (by market segment),Executive,,Battery Electric Vehicle,miles,kWh (Net CV),0.00000
6_300_3025_4_5,Scope 1,Delivery Vehicles,Cars (by market segment),Luxury,,Diesel,km,kWh (Net CV),0.81883
6_300_3026_4_5,Scope 1,Delivery Vehicles,Cars (by market segment),Luxury,,Petrol,km,kWh (Net CV),1.38102
6_300_3027_4_5,Scope 1,Delivery Vehicles,Cars (by market segment),Luxury,,Unknown,km,kWh (Net CV),1.06373
6_300_3028_4_5,Scope 1,Delivery Vehicles,Cars (by market segment),Luxury,,Plug-in Hybrid Electric Vehicle,km,kWh (Net CV),0.52044
6_300_3029_4_5,Scope 1,Delivery Vehicles,Cars (by market segment),Luxury,,Battery Electric Vehicle,km,kWh (Net CV),0.00000
6_300_3025_9_5,Scope 1,Delivery Vehicles,Cars (by market segment),Luxury,,Diesel,miles,kWh (Net CV),1.31778
6_300_3026_9_5,Scope 1,Delivery Vehicles,Cars (by market segment),Luxury,,Petrol,miles,kWh (Net CV),2.22254
6_300_3027_9_5,Scope 1,Delivery Vehicles,Cars (by market segment),Luxury,,Unknown,miles,kWh (Net CV),1.71191
6_300_3028_9_5,Scope 1,Delivery Vehicles,Cars (by market segment),Luxury,,Plug-in Hybrid Electric Vehicle,miles,kWh (Net CV),0.83757
6_300_3029_9_5,Scope 1,Delivery Vehicles,Cars (by market segment),Luxury,,Battery Electric Vehicle,miles,kWh (Net CV),0.00000
6_300_3030_4_5,Scope 1,Delivery Vehicles,Cars (by market segment),Sports,,Diesel,km,kWh (Net CV),0.67211
6_300_3031_4_5,Scope 1,Delivery Vehicles,Cars (by market segment),Sports,,Petrol,km,kWh (Net CV),1.01654
6_300_3032_4_5,Scope 1,Delivery Vehicles,Cars (by market segment),Sports,,Unknown,km,kWh (Net CV),0.95904
6_300_3033_4_5,Scope 1,Delivery Vehicles,Cars (by market segment),Sports,,Plug-in Hybrid Electric Vehicle,km,kWh (Net CV),0.52894
6_300_3034_4_5,Scope 1,Delivery Vehicles,Cars (by market segment),Sports,,Battery Electric Vehicle,km,kWh (Net CV),0.00000
6_300_3030_9_5,Scope 1,Delivery Vehicles,Cars (by market segment),Sports,,Diesel,miles,kWh (Net CV),1.08165
6_300_3031_9_5,Scope 1,Delivery Vehicles,Cars (by market segment),Sports,,Petrol,miles,kWh (Net CV),1.63596
6_300_3032_9_5,Scope 1,Delivery Vehicles,Cars (by market segment),Sports,,Unknown,miles,kWh (Net CV),1.54342
6_300_3033_9_5,Scope 1,Delivery Vehicles,Cars (by market segment),Sports,,Plug-in Hybrid Electric Vehicle,miles,kWh (Net CV),0.85125
6_300_3034_9_5,Scope 1,Delivery Vehicles,Cars (by market segment),Sports,,Battery Electric Vehicle,miles,kWh (Net CV),0.00000
6_300_3035_4_5,Scope 1,Delivery Vehicles,Cars (by market segment),Dual purpose 4X4,,Diesel,km,kWh (Net CV),0.78142
6_300_3036_4_5,Scope 1,Delivery Vehicles,Cars (by market segment),Dual purpose 4X4,,Petrol,km,kWh (Net CV),0.84723
6_300_3037_4_5,Scope 1,Delivery Vehicles,Cars (by market segment),Dual purpose 4X4,,Unknown,km,kWh (Net CV),0.80322
6_300_3038_4_5,Scope 1,Delivery Vehicles,Cars (by market segment),Dual purpose 4X4,,Plug-in Hybrid Electric Vehicle,km,kWh (Net CV),0.45311
6_300_3039_4_5,Scope 1,Delivery Vehicles,Cars (by market segment),Dual purpose 4X4,,Battery Electric Vehicle,km,kWh (Net CV),0.00000
6_300_3035_9_5,Scope 1,Delivery Vehicles,Cars (by market segment),Dual purpose 4X4,,Diesel,miles,kWh (Net CV),1.25758
6_300_3036_9_5,Scope 1,Delivery Vehicles,Cars (by market segment),Dual purpose 4X4,,Petrol,miles,kWh (Net CV),1.36348
6_300_3037_9_5,Scope 1,Delivery Vehicles,Cars (by market segment),Dual purpose 4X4,,Unknown,miles,kWh (Net CV),1.29265
6_300_3038_9_5,Scope 1,Delivery Vehicles,Cars (by market segment),Dual purpose 4X4,,Plug-in Hybrid Electric Vehicle,miles,kWh (Net CV),0.72921
6_300_3039_9_5,Scope 1,Delivery Vehicles,Cars (by market segment),Dual purpose 4X4,,Battery Electric Vehicle,miles,kWh (Net CV),0.00000
6_300_3040_4_5,Scope 1,Delivery Vehicles,Cars (by market segment),MPV,,Diesel,km,kWh (Net CV),0.70141
6_300_3041_4_5,Scope 1,Delivery Vehicles,Cars (by market segment),MPV,,Petrol,km,kWh (Net CV),0.78921
6_300_3042_4_5,Scope 1,Delivery Vehicles,Cars (by market segment),MPV,,Unknown,km,kWh (Net CV),0.72289
6_300_3043_4_5,Scope 1,Delivery Vehicles,Cars (by market segment),MPV,,Plug-in Hybrid Electric Vehicle,km,kWh (Net CV),0.34590
6_300_3044_4_5,Scope 1,Delivery Vehicles,Cars (by market segment),MPV,,Battery Electric Vehicle,km,kWh (Net CV),0.00000
6_300_3040_9_5,Scope 1,Delivery Vehicles,Cars (by market segment),MPV,,Diesel,miles,kWh (Net CV),1.12882
6_300_3041_9_5,Scope 1,Delivery Vehicles,Cars (by market segment),MPV,,Petrol,miles,kWh (Net CV),1.27011
6_300_3042_9_5,Scope 1,Delivery Vehicles,Cars (by market segment),MPV,,Unknown,miles,kWh (Net CV),1.16338
6_300_3043_9_5,Scope 1,Delivery Vehicles,Cars (by market segment),MPV,,Plug-in Hybrid Electric Vehicle,miles,kWh (Net CV),0.55668
6_300_3044_9_5,Scope 1,Delivery Vehicles,Cars (by market segment),MPV,,Battery Electric Vehicle,miles,kWh (Net CV),0.00000
6_301_3045_4_5,Scope 1,Delivery Vehicles,Cars (by size),Small car,,Diesel,km,kWh (Net CV),0.55152
6_301_3046_4_5,Scope 1,Delivery Vehicles,Cars (by size),Small car,,Petrol,km,kWh (Net CV),0.61952
6_301_3047_4_5,Scope 1,Delivery Vehicles,Cars (by size),Small car,,Hybrid,km,kWh (Net CV),0.47199
6_301_3048_4_5,Scope 1,Delivery Vehicles,Cars (by size),Small car,,CNG,km,kWh (Net CV),
6_301_3049_4_5,Scope 1,Delivery Vehicles,Cars (by size),Small car,,LPG,km,kWh (Net CV),
6_301_3050_4_5,Scope 1,Delivery Vehicles,Cars (by size),Small car,,Unknown,km,kWh (Net CV),0.59825
6_301_3051_4_5,Scope 1,Delivery Vehicles,Cars (by size),Small car,,Plug-in Hybrid Electric Vehicle,km,kWh (Net CV),0.12987
6_301_3052_4_5,Scope 1,Delivery Vehicles,Cars (by size),Small car,,Battery Electric Vehicle,km,kWh (Net CV),0.00000
6_301_3045_9_5,Scope 1,Delivery Vehicles,Cars (by size),Small car,,Diesel,miles,kWh (Net CV),0.88759
6_301_3046_9_5,Scope 1,Delivery Vehicles,Cars (by size),Small car,,Petrol,miles,kWh (Net CV),0.99703
6_301_3047_9_5,Scope 1,Delivery Vehicles,Cars (by size),Small car,,Hybrid,miles,kWh (Net CV),0.75960
6_301_3048_9_5,Scope 1,Delivery Vehicles,Cars (by size),Small car,,CNG,miles,kWh (Net CV),
6_301_3049_9_5,Scope 1,Delivery Vehicles,Cars (by size),Small car,,LPG,miles,kWh (Net CV),
6_301_3050_9_5,Scope 1,Delivery Vehicles,Cars (by size),Small car,,Unknown,miles,kWh (Net CV),0.96279
6_301_3051_9_5,Scope 1,Delivery Vehicles,Cars (by size),Small car,,Plug-in Hybrid Electric Vehicle,miles,kWh (Net CV),0.20900
6_301_3052_9_5,Scope 1,Delivery Vehicles,Cars (by size),Small car,,Battery Electric Vehicle,miles,kWh (Net CV),0.00000
6_301_3053_4_5,Scope 1,Delivery Vehicles,Cars (by size),Medium car,,Diesel,km,kWh (Net CV),0.66376
6_301_3054_4_5,Scope 1,Delivery Vehicles,Cars (by size),Medium car,,Petrol,km,kWh (Net CV),0.76490
6_301_3055_4_5,Scope 1,Delivery Vehicles,Cars (by size),Medium car,,Hybrid,km,kWh (Net CV),0.47166
6_301_3056_4_5,Scope 1,Delivery Vehicles,Cars (by size),Medium car,,CNG,km,kWh (Net CV),0.76490
6_301_3057_4_5,Scope 1,Delivery Vehicles,Cars (by size),Medium car,,LPG,km,kWh (Net CV),0.76490
6_301_3058_4_5,Scope 1,Delivery Vehicles,Cars (by size),Medium car,,Unknown,km,kWh (Net CV),0.71086
6_301_3059_4_5,Scope 1,Delivery Vehicles,Cars (by size),Medium car,,Plug-in Hybrid Electric Vehicle,km,kWh (Net CV),0.34939
6_301_3060_4_5,Scope 1,Delivery Vehicles,Cars (by size),Medium car,,Battery Electric Vehicle,km,kWh (Net CV),0.00000
6_301_3053_9_5,Scope 1,Delivery Vehicles,Cars (by size),Medium car,,Diesel,miles,kWh (Net CV),1.06822
6_301_3054_9_5,Scope 1,Delivery Vehicles,Cars (by size),Medium car,,Petrol,miles,kWh (Net CV),1.23098
6_301_3055_9_5,Scope 1,Delivery Vehicles,Cars (by size),Medium car,,Hybrid,miles,kWh (Net CV),0.75907
6_301_3056_9_5,Scope 1,Delivery Vehicles,Cars (by size),Medium car,,CNG,miles,kWh (Net CV),1.23098
6_301_3057_9_5,Scope 1,Delivery Vehicles,Cars (by size),Medium car,,LPG,miles,kWh (Net CV),1.23098
6_301_3058_9_5,Scope 1,Delivery Vehicles,Cars (by size),Medium car,,Unknown,miles,kWh (Net CV),1.14402
6_301_3059_9_5,Scope 1,Delivery Vehicles,Cars (by size),Medium car,,Plug-in Hybrid Electric Vehicle,miles,kWh (Net CV),0.56228
6_301_3060_9_5,Scope 1,Delivery Vehicles,Cars (by size),Medium car,,Battery Electric Vehicle,miles,kWh (Net CV),0.00000
6_301_3061_4_5,Scope 1,Delivery Vehicles,Cars (by size),Large car,,Diesel,km,kWh (Net CV),0.82021
6_301_3062_4_5,Scope 1,Delivery Vehicles,Cars (by size),Large car,,Petrol,km,kWh (Net CV),1.16165
6_301_3063_4_5,Scope 1,Delivery Vehicles,Cars (by size),Large car,,Hybrid,km,kWh (Net CV),0.62601
6_301_3064_4_5,Scope 1,Delivery Vehicles,Cars (by size),Large car,,CNG,km,kWh (Net CV),1.16165
6_301_3065_4_5,Scope 1,Delivery Vehicles,Cars (by size),Large car,,LPG,km,kWh (Net CV),1.16165
6_301_3066_4_5,Scope 1,Delivery Vehicles,Cars (by size),Large car,,Unknown,km,kWh (Net CV),0.91104
6_301_3067_4_5,Scope 1,Delivery Vehicles,Cars (by size),Large car,,Plug-in Hybrid Electric Vehicle,km,kWh (Net CV),0.44297
6_301_3068_4_5,Scope 1,Delivery Vehicles,Cars (by size),Large car,,Battery Electric Vehicle,km,kWh (Net CV),0.00000
6_301_3061_9_5,Scope 1,Delivery Vehicles,Cars (by size),Large car,,Diesel,miles,kWh (Net CV),1.32000
6_301_3062_9_5,Scope 1,Delivery Vehicles,Cars (by size),Large car,,Petrol,miles,kWh (Net CV),1.86949
6_301_3063_9_5,Scope 1,Delivery Vehicles,Cars (by size),Large car,,Hybrid,miles,kWh (Net CV),1.00746
6_301_3064_9_5,Scope 1,Delivery Vehicles,Cars (by size),Large car,,CNG,miles,kWh (Net CV),1.86949
6_301_3065_9_5,Scope 1,Delivery Vehicles,Cars (by size),Large car,,LPG,miles,kWh (Net CV),1.86949
6_301_3066_9_5,Scope 1,Delivery Vehicles,Cars (by size),Large car,,Unknown,miles,kWh (Net CV),1.46617
6_301_3067_9_5,Scope 1,Delivery Vehicles,Cars (by size),Large car,,Plug-in Hybrid Electric Vehicle,miles,kWh (Net CV),0.71288
6_301_3068_9_5,Scope 1,Delivery Vehicles,Cars (by size),Large car,,Battery Electric Vehicle,miles,kWh (Net CV),0.00000
6_301_3069_4_5,Scope 1,Delivery Vehicles,Cars (by size),Average car,,Diesel,km,kWh (Net CV),0.67080
6_301_3070_4_5,Scope 1,Delivery Vehicles,Cars (by size),Average car,,Petrol,km,kWh (Net CV),0.70963
6_301_3071_4_5,Scope 1,Delivery Vehicles,Cars (by size),Average car,,Hybrid,km,kWh (Net CV),0.52124
6_301_3072_4_5,Scope 1,Delivery Vehicles,Cars (by size),Average car,,CNG,km,kWh (Net CV),0.85551
6_301_3073_4_5,Scope 1,Delivery Vehicles,Cars (by size),Average car,,LPG,km,kWh (Net CV),0.85551
6_301_3074_4_5,Scope 1,Delivery Vehicles,Cars (by size),Average car,,Unknown,km,kWh (Net CV),0.69168
6_301_3075_4_5,Scope 1,Delivery Vehicles,Cars (by size),Average car,,Plug-in Hybrid Electric Vehicle,km,kWh (Net CV),0.40254
6_301_3076_4_5,Scope 1,Delivery Vehicles,Cars (by size),Average car,,Battery Electric Vehicle,km,kWh (Net CV),0.00000
6_301_3069_9_5,Scope 1,Delivery Vehicles,Cars (by size),Average car,,Diesel,miles,kWh (Net CV),1.07954
6_301_3070_9_5,Scope 1,Delivery Vehicles,Cars (by size),Average car,,Petrol,miles,kWh (Net CV),1.14204
6_301_3071_9_5,Scope 1,Delivery Vehicles,Cars (by size),Average car,,Hybrid,miles,kWh (Net CV),0.83885
6_301_3072_9_5,Scope 1,Delivery Vehicles,Cars (by size),Average car,,CNG,miles,kWh (Net CV),1.37681
6_301_3073_9_5,Scope 1,Delivery Vehicles,Cars (by size),Average car,,LPG,miles,kWh (Net CV),1.37681
6_301_3074_9_5,Scope 1,Delivery Vehicles,Cars (by size),Average car,,Unknown,miles,kWh (Net CV),1.11314
6_301_3075_9_5,Scope 1,Delivery Vehicles,Cars (by size),Average car,,Plug-in Hybrid Electric Vehicle,miles,kWh (Net CV),0.64783
6_301_3076_9_5,Scope 1,Delivery Vehicles,Cars (by size),Average car,,Battery Electric Vehicle,miles,kWh (Net CV),0.00000
6_302_3077_4_5,Scope 1,Delivery Vehicles,Motorbike,Small,,,km,kWh (Net CV),0.33622
6_302_3077_9_5,Scope 1,Delivery Vehicles,Motorbike,Small,,,miles,kWh (Net CV),0.54110
6_302_3078_4_5,Scope 1,Delivery Vehicles,Motorbike,Medium,,,km,kWh (Net CV),0.40813
6_302_3078_9_5,Scope 1,Delivery Vehicles,Motorbike,Medium,,,miles,kWh (Net CV),0.65682
6_302_3079_4_5,Scope 1,Delivery Vehicles,Motorbike,Large,,,km,kWh (Net CV),0.54296
6_302_3079_9_5,Scope 1,Delivery Vehicles,Motorbike,Large,,,miles,kWh (Net CV),0.87380
6_302_3080_4_5,Scope 1,Delivery Vehicles,Motorbike,Average,,,km,kWh (Net CV),0.46265
6_302_3080_9_5,Scope 1,Delivery Vehicles,Motorbike,Average,,,miles,kWh (Net CV),0.74456
6_303_3081_14_5,Scope 1,Delivery Vehicles,Vans,Class I (up to 1.305 tonnes),,Diesel,tonne.km,kWh (Net CV),3.36788
6_303_3082_14_5,Scope 1,Delivery Vehicles,Vans,Class I (up to 1.305 tonnes),,Petrol,tonne.km,kWh (Net CV),5.06889
6_303_3083_14_5,Scope 1,Delivery Vehicles,Vans,Class I (up to 1.305 tonnes),,CNG,tonne.km,kWh (Net CV),
6_303_3084_14_5,Scope 1,Delivery Vehicles,Vans,Class I (up to 1.305 tonnes),,LPG,tonne.km,kWh (Net CV),
6_303_3085_14_5,Scope 1,Delivery Vehicles,Vans,Class I (up to 1.305 tonnes),,Unknown,tonne.km,kWh (Net CV),
6_303_3086_14_5,Scope 1,Delivery Vehicles,Vans,Class I (up to 1.305 tonnes),,Plug-in Hybrid Electric Vehicle,tonne.km,kWh (Net CV),
6_303_3087_14_5,Scope 1,Delivery Vehicles,Vans,Class I (up to 1.305 tonnes),,Battery Electric Vehicle,tonne.km,kWh (Net CV),0.00000
6_303_3081_4_5,Scope 1,Delivery Vehicles,Vans,Class I (up to 1.305 tonnes),,Diesel,km,kWh (Net CV),0.60597
6_303_3082_4_5,Scope 1,Delivery Vehicles,Vans,Class I (up to 1.305 tonnes),,Petrol,km,kWh (Net CV),0.86634
6_303_3083_4_5,Scope 1,Delivery Vehicles,Vans,Class I (up to 1.305 tonnes),,CNG,km,kWh (Net CV),
6_303_3084_4_5,Scope 1,Delivery Vehicles,Vans,Class I (up to 1.305 tonnes),,LPG,km,kWh (Net CV),
6_303_3085_4_5,Scope 1,Delivery Vehicles,Vans,Class I (up to 1.305 tonnes),,Unknown,km,kWh (Net CV),
6_303_3086_4_5,Scope 1,Delivery Vehicles,Vans,Class I (up to 1.305 tonnes),,Plug-in Hybrid Electric Vehicle,km,kWh (Net CV),
6_303_3087_4_5,Scope 1,Delivery Vehicles,Vans,Class I (up to 1.305 tonnes),,Battery Electric Vehicle,km,kWh (Net CV),0.00000
6_303_3081_9_5,Scope 1,Delivery Vehicles,Vans,Class I (up to 1.305 tonnes),,Diesel,miles,kWh (Net CV),0.97521
6_303_3082_9_5,Scope 1,Delivery Vehicles,Vans,Class I (up to 1.305 tonnes),,Petrol,miles,kWh (Net CV),1.39424
6_303_3083_9_5,Scope 1,Delivery Vehicles,Vans,Class I (up to 1.305 tonnes),,CNG,miles,kWh (Net CV),
6_303_3084_9_5,Scope 1,Delivery Vehicles,Vans,Class I (up to 1.305 tonnes),,LPG,miles,kWh (Net CV),
6_303_3085_9_5,Scope 1,Delivery Vehicles,Vans,Class I (up to 1.305 tonnes),,Unknown,miles,kWh (Net CV),
6_303_3086_9_5,Scope 1,Delivery Vehicles,Vans,Class I (up to 1.305 tonnes),,Plug-in Hybrid Electric Vehicle,miles,kWh (Net CV),
6_303_3087_9_5,Scope 1,Delivery Vehicles,Vans,Class I (up to 1.305 tonnes),,Battery Electric Vehicle,miles,kWh (Net CV),0.00000
6_303_3088_14_5,Scope 1,Delivery Vehicles,Vans,Class II (1.305 to 1.74 tonnes),,Diesel,tonne.km,kWh (Net CV),2.41662
6_303_3089_14_5,Scope 1,Delivery Vehicles,Vans,Class II (1.305 to 1.74 tonnes),,Petrol,tonne.km,kWh (Net CV),3.57298
6_303_3090_14_5,Scope 1,Delivery Vehicles,Vans,Class II (1.305 to 1.74 tonnes),,CNG,tonne.km,kWh (Net CV),
6_303_3091_14_5,Scope 1,Delivery Vehicles,Vans,Class II (1.305 to 1.74 tonnes),,LPG,tonne.km,kWh (Net CV),
6_303_3092_14_5,Scope 1,Delivery Vehicles,Vans,Class II (1.305 to 1.74 tonnes),,Unknown,tonne.km,kWh (Net CV),
6_303_3093_14_5,Scope 1,Delivery Vehicles,Vans,Class II (1.305 to 1.74 tonnes),,Plug-in Hybrid Electric Vehicle,tonne.km,kWh (Net CV),
6_303_3094_14_5,Scope 1,Delivery Vehicles,Vans,Class II (1.305 to 1.74 tonnes),,Battery Electric Vehicle,tonne.km,kWh (Net CV),0.00000
6_303_3088_4_5,Scope 1,Delivery Vehicles,Vans,Class II (1.305 to 1.74 tonnes),,Diesel,km,kWh (Net CV),0.74460
6_303_3089_4_5,Scope 1,Delivery Vehicles,Vans,Class II (1.305 to 1.74 tonnes),,Petrol,km,kWh (Net CV),0.93732
6_303_3090_4_5,Scope 1,Delivery Vehicles,Vans,Class II (1.305 to 1.74 tonnes),,CNG,km,kWh (Net CV),
6_303_3091_4_5,Scope 1,Delivery Vehicles,Vans,Class II (1.305 to 1.74 tonnes),,LPG,km,kWh (Net CV),
6_303_3092_4_5,Scope 1,Delivery Vehicles,Vans,Class II (1.305 to 1.74 tonnes),,Unknown,km,kWh (Net CV),
6_303_3093_4_5,Scope 1,Delivery Vehicles,Vans,Class II (1.305 to 1.74 tonnes),,Plug-in Hybrid Electric Vehicle,km,kWh (Net CV),
6_303_3094_4_5,Scope 1,Delivery Vehicles,Vans,Class II (1.305 to 1.74 tonnes),,Battery Electric Vehicle,km,kWh (Net CV),0.00000
6_303_3088_9_5,Scope 1,Delivery Vehicles,Vans,Class II (1.305 to 1.74 tonnes),,Diesel,miles,kWh (Net CV),1.19832
6_303_3089_9_5,Scope 1,Delivery Vehicles,Vans,Class II (1.305 to 1.74 tonnes),,Petrol,miles,kWh (Net CV),1.50848
6_303_3090_9_5,Scope 1,Delivery Vehicles,Vans,Class II (1.305 to 1.74 tonnes),,CNG,miles,kWh (Net CV),
6_303_3091_9_5,Scope 1,Delivery Vehicles,Vans,Class II (1.305 to 1.74 tonnes),,LPG,miles,kWh (Net CV),
6_303_3092_9_5,Scope 1,Delivery Vehicles,Vans,Class II (1.305 to 1.74 tonnes),,Unknown,miles,kWh (Net CV),
6_303_3093_9_5,Scope 1,Delivery Vehicles,Vans,Class II (1.305 to 1.74 tonnes),,Plug-in Hybrid Electric Vehicle,miles,kWh (Net CV),
6_303_3094_9_5,Scope 1,Delivery Vehicles,Vans,Class II (1.305 to 1.74 tonnes),,Battery Electric Vehicle,miles,kWh (Net CV),0.00000
6_303_3095_14_5,Scope 1,Delivery Vehicles,Vans,Class III (1.74 to 3.5 tonnes),,Diesel,tonne.km,kWh (Net CV),2.43289
6_303_3096_14_5,Scope 1,Delivery Vehicles,Vans,Class III (1.74 to 3.5 tonnes),,Petrol,tonne.km,kWh (Net CV),3.72873
6_303_3097_14_5,Scope 1,Delivery Vehicles,Vans,Class III (1.74 to 3.5 tonnes),,CNG,tonne.km,kWh (Net CV),
6_303_3098_14_5,Scope 1,Delivery Vehicles,Vans,Class III (1.74 to 3.5 tonnes),,LPG,tonne.km,kWh (Net CV),
6_303_3099_14_5,Scope 1,Delivery Vehicles,Vans,Class III (1.74 to 3.5 tonnes),,Unknown,tonne.km,kWh (Net CV),
6_303_3100_14_5,Scope 1,Delivery Vehicles,Vans,Class III (1.74 to 3.5 tonnes),,Plug-in Hybrid Electric Vehicle,tonne.km,kWh (Net CV),1.42959
6_303_3101_14_5,Scope 1,Delivery Vehicles,Vans,Class III (1.74 to 3.5 tonnes),,Battery Electric Vehicle,tonne.km,kWh (Net CV),0.00000
6_303_3095_4_5,Scope 1,Delivery Vehicles,Vans,Class III (1.74 to 3.5 tonnes),,Diesel,km,kWh (Net CV),1.08497
6_303_3096_4_5,Scope 1,Delivery Vehicles,Vans,Class III (1.74 to 3.5 tonnes),,Petrol,km,kWh (Net CV),1.50970
6_303_3097_4_5,Scope 1,Delivery Vehicles,Vans,Class III (1.74 to 3.5 tonnes),,CNG,km,kWh (Net CV),
6_303_3098_4_5,Scope 1,Delivery Vehicles,Vans,Class III (1.74 to 3.5 tonnes),,LPG,km,kWh (Net CV),
6_303_3099_4_5,Scope 1,Delivery Vehicles,Vans,Class III (1.74 to 3.5 tonnes),,Unknown,km,kWh (Net CV),
6_303_3100_4_5,Scope 1,Delivery Vehicles,Vans,Class III (1.74 to 3.5 tonnes),,Plug-in Hybrid Electric Vehicle,km,kWh (Net CV),0.56797
6_303_3101_4_5,Scope 1,Delivery Vehicles,Vans,Class III (1.74 to 3.5 tonnes),,Battery Electric Vehicle,km,kWh (Net CV),0.00000
6_303_3095_9_5,Scope 1,Delivery Vehicles,Vans,Class III (1.74 to 3.5 tonnes),,Diesel,miles,kWh (Net CV),1.74610
6_303_3096_9_5,Scope 1,Delivery Vehicles,Vans,Class III (1.74 to 3.5 tonnes),,Petrol,miles,kWh (Net CV),2.42963
6_303_3097_9_5,Scope 1,Delivery Vehicles,Vans,Class III (1.74 to 3.5 tonnes),,CNG,miles,kWh (Net CV),
6_303_3098_9_5,Scope 1,Delivery Vehicles,Vans,Class III (1.74 to 3.5 tonnes),,LPG,miles,kWh (Net CV),
6_303_3099_9_5,Scope 1,Delivery Vehicles,Vans,Class III (1.74 to 3.5 tonnes),,Unknown,miles,kWh (Net CV),
6_303_3100_9_5,Scope 1,Delivery Vehicles,Vans,Class III (1.74 to 3.5 tonnes),,Plug-in Hybrid Electric Vehicle,miles,kWh (Net CV),0.91406
6_303_3101_9_5,Scope 1,Delivery Vehicles,Vans,Class III (1.74 to 3.5 tonnes),,Battery Electric Vehicle,miles,kWh (Net CV),0.00000
6_303_3102_14_5,Scope 1,Delivery Vehicles,Vans,Average (up to 3.5 tonnes),,Diesel,tonne.km,kWh (Net CV),2.4423200
6_303_3103_14_5,Scope 1,Delivery Vehicles,Vans,Average (up to 3.5 tonnes),,Petrol,tonne.km,kWh (Net CV),3.54045
6_303_3104_14_5,Scope 1,Delivery Vehicles,Vans,Average (up to 3.5 tonnes),,CNG,tonne.km,kWh (Net CV),3.05311
6_303_3105_14_5,Scope 1,Delivery Vehicles,Vans,Average (up to 3.5 tonnes),,LPG,tonne.km,kWh (Net CV),2.96718
6_303_3106_14_5,Scope 1,Delivery Vehicles,Vans,Average (up to 3.5 tonnes),,Unknown,tonne.km,kWh (Net CV),2.47335
6_303_3107_14_5,Scope 1,Delivery Vehicles,Vans,Average (up to 3.5 tonnes),,Plug-in Hybrid Electric Vehicle,tonne.km,kWh (Net CV),1.42959
6_303_3108_14_5,Scope 1,Delivery Vehicles,Vans,Average (up to 3.5 tonnes),,Battery Electric Vehicle,tonne.km,kWh (Net CV),0.00000
6_303_3102_4_5,Scope 1,Delivery Vehicles,Vans,Average (up to 3.5 tonnes),,Diesel,km,kWh (Net CV),0.99155
6_303_3103_4_5,Scope 1,Delivery Vehicles,Vans,Average (up to 3.5 tonnes),,Petrol,km,kWh (Net CV),0.95404
